Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Bob Pettit,STL,.681,14.8,72,,2873,719,1640,719,1640,,,667,879,,,1182,221,,,,200,2105,.438,.438,,.759
Kenny Sears,NYK,.556,13.3,71,,2498,491,1002,491,1002,,,506,588,,,658,136,,,,237,1488,.490,.490,,.861
Paul Arizin,PHW,.444,13.0,70,,2799,632,1466,632,1466,,,587,722,,,637,119,,,,264,1851,.431,.431,,.813
Bill Russell,BOS,.722,12.9,70,,2979,456,997,456,997,,,256,428,,,1612,222,,,,161,1168,.457,.457,,.598
Cliff Hagan,STL,.681,11.7,72,,2702,646,1417,646,1417,,,415,536,,,783,245,,,,275,1707,.456,.456,,.774
Elgin Baylor,MNL,.458,9.8,70,,2855,605,1482,605,1482,,,532,685,,,1050,287,,,,270,1742,.408,.408,,.777
Dolph Schayes,SYR,.486,9.4,72,,2645,504,1304,504,1304,,,526,609,,,962,178,,,,280,1534,.387,.387,,.864
Bob Cousy,BOS,.722,8.7,65,,2403,484,1260,484,1260,,,329,385,,,359,557,,,,135,1297,.384,.384,,.855
Red Kerr,SYR,.486,8.7,72,,2671,502,1139,502,1139,,,281,367,,,1008,142,,,,183,1285,.441,.441,,.766
Larry Costello,SYR,.486,8.5,70,,2750,414,948,414,948,,,280,349,,,365,379,,,,263,1108,.437,.437,,.802
Richie Guerin,NYK,.556,8.4,71,,2558,443,1046,443,1046,,,405,505,,,518,364,,,,255,1291,.424,.424,,.802
Bill Sharman,BOS,.722,7.6,72,,2382,562,1377,562,1377,,,342,367,,,292,179,,,,173,1466,.408,.408,,.932
Tom Gola,PHW,.444,7.4,64,,2333,310,773,310,773,,,281,357,,,710,269,,,,243,901,.401,.401,,.787
Jack Twyman,CIN,.264,7.3,72,,2713,710,1691,710,1691,,,437,558,,,653,209,,,,277,1857,.420,.420,,.783
Dick McGuire,DET,.389,6.9,71,,2063,232,543,232,543,,,191,258,,,285,443,,,,147,655,.427,.427,,.740
George Yardley,TOT,,6.8,61,,1839,446,1042,446,1042,,,317,407,,,431,65,,,,159,1209,.428,.428,,.779
Tom Heinsohn,BOS,.722,6.5,66,,2089,465,1192,465,1192,,,312,391,,,638,164,,,,271,1242,.390,.390,,.798
Clyde Lovellette,STL,.681,6.5,70,,1599,402,885,402,885,,,205,250,,,605,91,,,,216,1009,.454,.454,,.820
Frank Ramsey,BOS,.722,5.9,72,,2013,383,1013,383,1013,,,341,436,,,491,147,,,,266,1107,.378,.378,,.782
Gene Shue,DET,.389,5.6,72,,2745,464,1197,464,1197,,,338,421,,,335,231,,,,129,1266,.388,.388,,.803
Sam Jones,BOS,.722,5.3,71,,1466,305,703,305,703,,,151,196,,,428,101,,,,102,761,.434,.434,,.770
Phil Jordon,DET,.389,5.2,72,,2058,399,967,399,967,,,231,303,,,594,83,,,,193,1029,.413,.413,,.762
Dick Garmaker,MNL,.458,4.6,72,,2493,350,885,350,885,,,284,368,,,325,211,,,,226,984,.395,.395,,.772
Carl Braun,NYK,.556,4.5,72,,1959,287,684,287,684,,,180,218,,,251,349,,,,178,754,.420,.420,,.826
Hal Greer,SYR,.486,4.5,68,,1625,308,679,308,679,,,137,176,,,196,101,,,,189,753,.454,.454,,.778
Vern Mikkelsen,MNL,.458,4.5,72,,2139,353,904,353,904,,,286,355,,,570,159,,,,246,992,.390,.390,,.806
Larry Foust,MNL,.458,4.2,72,,1933,301,771,301,771,,,280,366,,,627,91,,,,233,882,.390,.390,,.765
Bob Hopkins,SYR,.486,3.5,67,,1518,246,611,246,611,,,176,234,,,436,67,,,,181,668,.403,.403,,.752
Chuck Share,STL,.681,3.3,72,,1713,147,381,147,381,,,139,184,,,657,103,,,,261,433,.386,.386,,.755
Walter Dukes,DET,.389,3.2,72,,2338,318,904,318,904,,,297,452,,,958,64,,,,332,933,.352,.352,,.657
Dick Farley,DET,.389,2.8,70,,1280,177,448,177,448,,,137,186,,,195,124,,,,130,491,.395,.395,,.737
Joe Graboski,PHW,.444,2.8,72,,2482,394,1116,394,1116,,,270,360,,,751,148,,,,249,1058,.353,.353,,.750
Willie Naulls,NYK,.556,2.6,68,,2061,405,1072,405,1072,,,258,311,,,723,102,,,,233,1068,.378,.378,,.830
Boo Ellis,MNL,.458,2.5,72,,1202,163,379,163,379,,,102,144,,,380,59,,,,137,428,.430,.430,,.708
Slater Martin,STL,.681,2.4,71,,2504,245,706,245,706,,,197,254,,,253,336,,,,230,687,.347,.347,,.776
Jim Palmer,CIN,.264,2.4,67,,1624,256,633,256,633,,,178,246,,,472,65,,,,211,690,.404,.404,,.724
Guy Rodgers,PHW,.444,2.4,45,,1565,211,535,211,535,,,61,112,,,281,261,,,,132,483,.394,.394,,.545
Frank Selvy,NYK,.556,2.4,68,,1448,233,605,233,605,,,201,262,,,248,96,,,,113,667,.385,.385,,.767
George Dempsey,TOT,,2.2,57,,694,92,215,92,215,,,81,106,,,160,68,,,,95,265,.428,.428,,.764
Ed Conlin,TOT,,2.0,72,,1955,329,891,329,891,,,197,274,,,394,132,,,,188,855,.369,.369,,.719
Ray Felix,NYK,.556,2.0,72,,1588,260,700,260,700,,,229,321,,,569,49,,,,275,749,.371,.371,,.713
Ed Fleming,MNL,.458,2.0,71,,1132,162,419,162,419,,,137,190,,,281,89,,,,148,461,.387,.387,,.721
Wayne Embry,CIN,.264,1.9,66,,1590,272,702,272,702,,,206,314,,,597,96,,,,232,750,.387,.387,,.656
Med Park,TOT,,1.9,62,,1126,145,361,145,361,,,115,150,,,188,108,,,,93,405,.402,.402,,.767
Bennie Swain,BOS,.722,1.9,58,,708,99,244,99,244,,,67,110,,,262,29,,,,127,265,.406,.406,,.609
Al Bianchi,SYR,.486,1.8,72,,1779,285,756,285,756,,,149,206,,,199,159,,,,260,719,.377,.377,,.723
Joe Holup,DET,.389,1.8,68,,1502,209,580,209,580,,,152,200,,,352,73,,,,239,570,.360,.360,,.760
Shellie McMillon,DET,.389,1.7,48,,700,127,289,127,289,,,55,104,,,285,26,,,,110,309,.439,.439,,.529
Togo Palazzi,SYR,.486,1.7,71,,1053,240,612,240,612,,,115,158,,,266,67,,,,174,595,.392,.392,,.728
Hub Reed,STL,.681,1.7,65,,950,136,317,136,317,,,53,71,,,317,32,,,,171,325,.429,.429,,.746
Larry Staverman,CIN,.264,1.6,57,,681,101,215,101,215,,,45,59,,,218,54,,,,103,247,.470,.470,,.763
Jack George,TOT,,1.5,71,,1881,233,674,233,674,,,153,203,,,293,221,,,,149,619,.346,.346,,.754
Jim Krebs,MNL,.458,1.5,72,,1578,271,679,271,679,,,92,123,,,491,50,,,,212,634,.399,.399,,.748
Slick Leonard,MNL,.458,1.5,58,,1598,206,552,206,552,,,120,160,,,178,186,,,,119,532,.373,.373,,.750
Charlie Tyra,NYK,.556,1.5,69,,1586,240,606,240,606,,,129,190,,,485,33,,,,180,609,.396,.396,,.679
Al Ferrari,STL,.681,1.4,72,,1189,134,385,134,385,,,145,199,,,142,122,,,,155,413,.348,.348,,.729
Hot Rod Hundley,MNL,.458,1.3,71,,1664,259,719,259,719,,,164,218,,,250,205,,,,139,682,.360,.360,,.752
Andy Johnson,PHW,.444,1.3,67,,1158,174,466,174,466,,,115,191,,,212,90,,,,176,463,.373,.373,,.602
Earl Lloyd,DET,.389,1.3,72,,1796,234,670,234,670,,,137,182,,,500,90,,,,291,605,.349,.349,,.753
Bucky Bockhorn,CIN,.264,1.1,71,,2251,294,771,294,771,,,138,196,,,460,206,,,,215,726,.381,.381,,.704
Ernie Beck,PHW,.444,0.9,70,,1017,163,418,163,418,,,43,65,,,176,89,,,,124,369,.390,.390,,.662
Jim Loscutoff,BOS,.722,0.9,66,,1680,242,686,242,686,,,62,84,,,460,60,,,,285,546,.353,.353,,.738
Ron Sobie,NYK,.556,0.9,50,,857,144,400,144,400,,,112,133,,,154,78,,,,84,400,.360,.360,,.842
K.C. Jones,BOS,.722,0.8,49,,609,65,192,65,192,,,41,68,,,127,70,,,,58,171,.339,.339,,.603
Archie Dees,CIN,.264,0.7,68,,1252,200,562,200,562,,,159,204,,,339,56,,,,114,559,.356,.356,,.779
Connie Dierking,SYR,.486,0.7,64,,726,105,290,105,290,,,83,140,,,233,34,,,,148,293,.362,.362,,.593
Steve Hamilton,MNL,.458,0.7,67,,847,109,294,109,294,,,74,109,,,220,36,,,,144,292,.371,.371,,.679
Neil Johnston,PHW,.444,0.7,28,,393,54,164,54,164,,,69,88,,,139,21,,,,50,177,.329,.329,,.784
Phil Rollins,TOT,,0.7,44,,691,83,231,83,231,,,63,90,,,118,102,,,,49,229,.359,.359,,.700
Jack McMahon,STL,.681,0.6,72,,2235,248,692,248,692,,,96,156,,,164,298,,,,221,592,.358,.358,,.615
Johnny McCarthy,CIN,.264,0.5,47,,1827,245,657,245,657,,,116,174,,,227,225,,,,158,606,.373,.373,,.667
Dave Piontek,CIN,.264,0.5,72,,1674,305,813,305,813,,,156,227,,,385,124,,,,162,766,.375,.375,,.687
Gene Conley,BOS,.722,0.4,50,,663,86,262,86,262,,,37,64,,,276,19,,,,117,209,.328,.328,,.578
Si Green,TOT,,0.4,46,,1109,146,415,146,415,,,104,160,,,252,113,,,,127,396,.352,.352,,.650
Vern Hatton,TOT,,0.3,64,,1109,149,418,149,418,,,77,105,,,178,70,,,,111,375,.356,.356,,.733
Paul Seymour,SYR,.486,0.3,21,,266,32,98,32,98,,,26,29,,,39,36,,,,25,90,.327,.327,,.897
Win Wilfong,STL,.681,0.2,63,,741,99,285,99,285,,,62,82,,,121,50,,,,102,260,.347,.347,,.756
Barney Cable,DET,.389,0.1,31,,271,43,126,43,126,,,23,29,,,88,12,,,,30,109,.341,.341,,.793
Mike Farmer,NYK,.556,0.1,72,,1545,176,498,176,498,,,83,99,,,315,66,,,,152,435,.353,.353,,.838
Jerry Bird,NYK,.556,0.0,11,,45,12,32,12,32,,,1,1,,,12,4,,,,7,25,.375,.375,,1.000
Dave Gambee,STL,.681,0.0,2,,7,1,1,1,1,,,0,0,,,2,0,,,,2,2,1.000,1.000,,
Tommy Kearns,SYR,.486,0.0,1,,7,1,1,1,1,,,0,0,,,0,0,,,,1,2,1.000,1.000,,
Lou Tsioropoulos,BOS,.722,0.0,35,,488,60,190,60,190,,,25,33,,,110,20,,,,74,145,.316,.316,,.758
Pete Brennan,NYK,.556,-0.1,16,,136,13,43,13,43,,,14,25,,,31,6,,,,15,40,.302,.302,,.560
Brendan McCann,NYK,.556,-0.1,1,,7,0,3,0,3,,,0,0,,,1,1,,,,1,0,.000,.000,,
Ed Macauley,STL,.681,-0.2,14,,196,22,75,22,75,,,21,35,,,40,13,,,,20,65,.293,.293,,.600
Tom Marshall,CIN,.264,-0.3,18,,272,23,79,23,79,,,18,29,,,52,27,,,,22,64,.291,.291,,.621
Jack Parr,CIN,.264,-0.3,66,,1037,109,307,109,307,,,44,73,,,278,51,,,,138,262,.355,.355,,.603
Chuck Noble,DET,.389,-0.5,65,,939,189,560,189,560,,,83,113,,,115,114,,,,126,461,.338,.338,,.735
Lennie Rosenbluth,PHW,.444,-0.6,29,,205,43,145,43,145,,,21,29,,,54,6,,,,20,107,.297,.297,,.724
Woody Sauldsberry,PHW,.444,-0.6,72,,2743,501,1380,501,1380,,,110,176,,,826,71,,,,276,1112,.363,.363,,.625
Guy Sparrow,TOT,,-0.9,67,,842,129,406,129,406,,,78,138,,,244,67,,,,158,336,.318,.318,,.565
